Name, Operon, Challenge, WT
hflX,mutL-miaA-hfq-hflXKC,62.99,15.84
hflX,yjeE-amiB-mutL-miaA-hfq-hflXKC,62.99,15.84
hflX,yjeFE-amiB-mutL-miaA-hfq-hflXKC,62.99,15.84
hfq,hfq-hflXKC,123.69,21.89
hfq,mutL-miaA-hfq-hflXKC,123.69,21.89
hfq,yjeE-amiB-mutL-miaA-hfq-hflXKC,123.69,21.89
hfq,yjeFE-amiB-mutL-miaA-hfq-hflXKC,123.69,21.89
hfq,miaA-hfq-hflXKC,123.69,21.89
hha,hha,77.57,61.77
hha,tomB-hha,77.57,61.77
hicA,hicAB,71.98,76.42
hicB,hicAB,81.47,178.41
higA,higBA,499.03,681.21
higA,higA,499.03,681.21
higB,higBA,67.41,107.36
hinT,hinT-ycfL-lpoB-thiK-nagZ-ycfP,129.76,56.36
hipA,hipBA,16.05,25.56
hipB,hipBA,95.43,126.66
hisA,hisLGDCBHAFI,17.26,0
hisA,hisBHAFI,17.26,0
hisB,hisBHAFI,35.79,31.66
hisB,hisLGDCBHAFI,35.79,31.66
hisC,hisLGDCBHAFI,19.83,31.58
hisD,hisLGDCBHAFI,22.78,36.28
hisF,hisLGDCBHAFI,54.66,43.52
hisF,hisBHAFI,54.66,43.52
hisG,hisLGDCBHAFI,47.19,67.63
hisH,hisLGDCBHAFI,21.56,22.89
hisH,hisBHAFI,21.56,22.89
hisI,hisBHAFI,173.48,132.62
hisI,hisLGDCBHAFI,173.48,132.62
hisJ,hisJQMP,37.97,25.91
hisJ,argT-hisJQMP,37.97,25.91
hisL,hisLGDCBHAFI,416.36,0
hisM,argT-hisJQMP,41.46,47.17
hisM,hisJQMP,41.46,47.17
hisP,argT-hisJQMP,5.49,26.22
hisP,hisJQMP,5.49,26.22
hisQ,hisJQMP,30.91,59.07
hisQ,argT-hisJQMP,30.91,59.07
hisR,argX-hisR-leuT-proM,2371.6,87.84
hisS,hisS,46.63,21.22
hlpA,hlpA-lpxD-fabZ-lpxA,104.86,97.42
hlpA,bamA-hlpA-lpxD-fabZ-lpxAB-rnhB-dnaE,104.86,97.42
hlyE,hlyE,32.6,51.91
hmp,hmp,459.98,681.46
hns,hns,882.19,163.37
hofB,ppdD-hofBC,79.67,122
hofC,ppdD-hofBC,180.04,253
hofM,hofMNOP,21.78,17.34
hofN,hofMNOP,7.86,50.1
hofO,hofMNOP,9.63,15.34
hofP,hofMNOP,0,33.4
hofQ,hofQ,34.28,38.21
hokA,hokA,0,0
hokB,hokB,1472.23,2795.57
hokC,hokC,0,0
hokC,mokC-hokC,0,0
hokD,relBE-hokD,217.79,43.36
hokD,hokD,217.79,43.36
hokE,hokE,27.76,0
holA,leuS-lptE-holA-nadD-cobC,65.84,150.74
holB,pabC-yceG-tmk-holB-ycfH,92.97,141.33
holC,holC-valS,162.6,182.8
holC,holC,162.6,182.8
holD,holD-rimI-yjjG,30.77,32.67
holE,holE,1360.45,1024.77
hpf,lptB-rpoN-hpf-ptsN-yhbJ,427.63,704.53
hpf,rpoN-hpf-ptsN-yhbJ-npr,427.63,704.53
hpt,hpt,292.61,377.85
hrpA,hrpA,31.55,29.46
hrpB,hrpB,20.97,36.18
hscA,hscBA-fdx-iscX,34.42,32.89
hscB,hscBA-fdx-iscX,8.23,39.32
hscC,hscC,33.04,60.71
hsdM,hsdRMS,34.72,68.06
hsdM,hsdMS,34.72,68.06
hsdR,hsdRMS,68.91,69.31
hsdS,hsdMS,21.31,43.64
hsdS,hsdS,21.31,43.64
hsdS,hsdRMS,21.31,43.64
hslJ,hslJ,4327.14,6251.82
hslO,hslR-hslO,265.73,269.31
hslO,hslO,265.73,269.31
hslR,hslR-hslO,42.26,67.3
hslR,yrfG-hslR,42.26,67.3
hslU,hslVU,108.4,192.95
hslV,hslVU,71.98,89.16
hspQ,hspQ,414,1063.44
hsrA,hsrA,160.59,203.66
hsrA,yieP-hsrA,160.59,203.66
htpG,htpG,97.39,68.54
htpX,htpX,67.41,30.67
htrE,ecpD-htrE,70.29,49.46
htrE,htrE,70.29,49.46
htrL,htrL,89.09,15.77
hupA,hupA,155.56,0
hupB,hupB,280.01,148.65
hyaA,hyaABCDEF,41.75,48.35
hyaB,hyaABCDEF,21.31,52.78
hyaC,hyaABCDEF,18,66.87
hyaD,hyaABCDEF,43.33,23.01
hyaE,hyaABCDEF,10.64,50.85
hyaF,hyaABCDEF,9.9,7.88
hybA,hybOABCDEFG,38.72,34.26
hybB,hybOABCDEFG,25.21,28.68
hybC,hybOABCDEFG,64.8,47.63
hybD,hybOABCDEFG,42.9,40.99
hybE,hybOABCDEFG,43.42,27.66
hybF,hybOABCDEFG,0,19.78
hybG,hybOABCDEFG,596.94,1222.31
hybO,hybOABCDEFG,68.31,18.13
hycA,hycABCDEFGHI,45.96,102.48
hycB,hycABCDEFGHI,13.88,0
hycC,hycABCDEFGHI,18.6,37.02
hycD,hycABCDEFGHI,27.58,21.96
hycE,hycABCDEFGHI,44.7,94.93
hycF,hycABCDEFGHI,78.21,211.75
hycG,hycABCDEFGHI,33.18,61.65
hycH,hycABCDEFGHI,51.66,0
hycI,hycABCDEFGHI,108.2,143.6
hycI,hycI,108.2,143.6
hydN,hydN-hypF,32.17,64.05
hyfA,hyfABCDEFGHIJR-focB,27.49,43.78
hyfB,hyfABCDEFGHIJR-focB,27.34,70.35
hyfC,hyfABCDEFGHIJR-focB,22.4,64.21
hyfD,hyfABCDEFGHIJR-focB,56.03,32.88
hyfE,hyfABCDEFGHIJR-focB,45.66,93.5
hyfF,hyfABCDEFGHIJR-focB,32.23,38.5
hyfG,hyfABCDEFGHIJR-focB,89.11,72.99
hyfH,hyfABCDEFGHIJR-focB,70,136.26
hyfI,hyfABCDEFGHIJR-focB,72.74,106.93
hyfJ,hyfABCDEFGHIJR-focB,10.26,16.34
hyfR,hyfABCDEFGHIJR-focB,101.27,188.15
hyi,gcl-hyi-glxR-ybbVW-allB-ybbY-glxK,5.47,8.7
hypA,hypABCDE,24.2,38.54
hypA,hypABCDE-fhlA,24.2,38.54
hypB,hypABCDE,48.65,108.46
hypB,hypBCDE,48.65,108.46
hypB,hypABCDE-fhlA,48.65,108.46
hypB,hypBCDE-fhlA,48.65,108.46
hypC,hypABCDE,31.11,49.55
hypC,hypBCDE,31.11,49.55
hypC,hypABCDE-fhlA,31.11,49.55
hypC,hypBCDE-fhlA,31.11,49.55
hypD,hypBCDE-fhlA,109.77,138.65
hypD,hypABCDE,109.77,138.65
hypD,hypBCDE,109.77,138.65
hypD,hypABCDE-fhlA,109.77,138.65
hypE,hypABCDE-fhlA,63.01,120.42
hypE,hypBCDE-fhlA,63.01,120.42
hypE,hypBCDE,63.01,120.42
hypE,hypABCDE,63.01,120.42
hypF,hydN-hypF,65.97,114.08
hypF,hypF,65.97,114.08
hyuA,hyuA,73.54,185.43
iaaA,iaaA-gsiABCD,21.98,7
iadA,iadA,108.61,92.26
iadA,yjiHG-iadA,108.61,92.26
iap,iap,98.19,182.44
ibpA,ibpAB,10.26,32.67
ibpB,ibpB,326.68,409.91
ibpB,ibpAB,326.68,409.91
icd,icd,308.92,64.88
icdC,icdC,51.48,40.99
iclR,iclR,144.13,98.38
idi,idi,77.36,86.24
idnD,idnDOTR,24.69,19.66
idnK,idnK,97.89,155.9
idnO,idnDOTR,11.1,61.89
idnR,idnR,153.04,182.8
idnR,idnDOTR,153.04,182.8
idnT,idnDOTR,115.82,143.47
ihfA,pheMST-ihfA,410.53,112.72
ihfA,ihfA,410.53,112.72
ihfA,thrS-infC-rpmI-rplT-pheMST-ihfA,410.53,112.72
ihfB,rpsA-ihfB,402.33,237.31
ihfB,ihfB,402.33,237.31
ileS,ileS-lspA-fkpB-ispH,51.26,16.81
ileS,ribF-ileS-lspA-fkpB-ispH,51.26,16.81
ileT,rrsA-ileT-alaT-rrlA-rrfA,330.92,0
ileU,rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF,496.38,175.67
ileV,rrsH-ileV-alaV-rrlH-rrfH,275.77,0
ileX,ileX,0,266.98
ileY,ileY,0,0
ilvA,ilvA,274.88,376.48
ilvA,ilvEDA,274.88,376.48
ilvA,ilvLXG_1G_2MEDA,274.88,376.48
ilvB,ivbL-ilvBN,32.69,56.06
ilvB,ivbL-ilvBN-uhpABC,32.69,56.06
ilvC,ilvC,83.44,82.48
ilvD,ilvEDA,16.06,25.58
ilvD,ilvLXG_1G_2MEDA,16.06,25.58
ilvE,ilvEDA,36.53,65.45
ilvE,ilvLXG_1G_2MEDA,36.53,65.45
ilvG_1,ilvLXG_1G_2MEDA,98.1,102.79
ilvG_2,ilvLXG_1G_2MEDA,98.1,102.79
ilvH,ilvIH,34.53,0
ilvI,ilvIH,24.62,74.5
ilvL,ilvLXG_1G_2MEDA,772.15,0
ilvM,ilvLXG_1G_2MEDA,0,25.62
ilvN,ivbL-ilvBN,58.38,69.73
ilvN,ivbL-ilvBN-uhpABC,58.38,69.73
ilvX,ilvLXG_1G_2MEDA,0,0
ilvY,ilvY,104.51,121.05
inaA,inaA,58.71,114.28
infA,infA,174.53,185.3
infB,metY-yhbC-nusA-infB-rbfA-truB-rpsO-pnp,93.74,32.89
infB,metY-yhbC-nusA-infB,93.74,32.89
infB,rimP-nusA-infB,93.74,32.89
infC,thrS-infC-rpmI-rplT-pheMST-ihfA,758.64,112.1
infC,infC-rpmI-rplT,758.64,112.1
infC,infC,758.64,112.1
infC,thrS-infC,758.64,112.1
insJ,insJ,48.81,90.7
insK,insK,109.66,63.51
intA,intA,82.06,174.26
intB,intB,140.89,197.67
intD,intD,353.9,522.95
intE,ymfH-xisE-intE,195.78,251.83
intF,intF,685.07,859.31
intQ,dicB-ydfDE-insD-intD,29.34,105.13
intR,intR,27.49,54.72
intR,recET-lar-ydaCQ-intR,27.49,54.72
intS,intS,179.7,239.47
intZ,intZ,224.81,419.57
iraD,iraD,86.45,361.41
iraM,iraM,39.32,0
iraP,iraP,65.09,25.91
iscA,iscA,65.54,0
iscA,iscRSUA,65.54,0
iscR,iscRSUA,243.17,179.81
iscS,iscRSUA,62.92,77.93
iscU,iscRSUA,197.53,87.38
iscX,iscX,295.8,403.79
iscX,hscBA-fdx-iscX,295.8,403.79
ispA,xseB-ispA-dxs-yajO,84.94,52.6
ispB,ispB,48.06,83.5
ispD,ispDF,35.84,76.1
ispE,lolB-ispE-prs,79.75,119.08
ispF,ispF,70.78,112.72
ispF,ispDF,70.78,112.72
ispG,ispG-sroE,41.75,18.13
ispH,ileS-lspA-fkpB-ispH,13.4,21.34
ispH,lsp-fkpB-ispH,13.4,21.34
ispH,ribF-ileS-lspA-fkpB-ispH,13.4,21.34
ispU,ispU,27.87,26.63
isrC,isrC,41.64,66.31
istR-2,istR-2,91,338.17
ivbL,ivbL-ilvBN,557.66,204.95
ivbL,ivbL-ilvBN-uhpABC,557.66,204.95
ivy,ivy,250.87,85.61
katE,katE,50.69,86.71
katG,katG,103.2,55.82
kbaY,agaSYBCDI,78.92,125.69
kbaZ,kbaZ-agaVWA,79.57,95.04
kbl,kbl-tdh,56.77,5.65
kch,kch,142.24,242.71
kdgK,kdgK,86.76,87.27
kdgR,kdgR,53.62,42.7
kdgT,kdgT,82,96.23
kdpA,kdpFABC,10.15,12.12
kdpB,kdpFABC,31.09,29.71
kdpC,kdpFABC,29.65,11.8
kdpD,kdpDE,41.12,32.75
kdpE,kdpE,25.06,49.88
kdpE,kdpDE,25.06,49.88
kdpF,kdpFABC,0,0
kdsA,ychQA-kdsA,49.67,39.55
kdsA,kdsA,49.67,39.55
kdsB,ycaR-kdsB,164.87,208.25
kdsC,kdsC-lptCAB,52.43,71.57
kdsC,yrbG-kdsDC-lptCAB,52.43,71.57
kdsD,yrbG-kdsD,133.39,109.64
kdsD,yrbG-kdsDC-lptCAB,133.39,109.64
kduD,kduD,66.88,239.65
kduI,kduI,177.59,242.42
kefA,kefA,78.29,92.51
kefB,kefGB-yheV,44.68,48.69
kefC,kefFC,31.91,65.35
kefF,kefFC,16,12.74
kefG,kefGB-yheV,38.26,12.19
kgtP,kgtP,186.35,380.09
kilR,kilR-ydaE,19.13,60.93
kptA,kptA,53.56,60.93
kup,kup,56.81,83.23
lacA,lacYA,83.27,77.36
lacA,lacZYA,83.27,77.36
lacI,mhpR-lacI,34786.3,34148.4
lacI,lacI,34786.3,34148.4
lacY,lacYA,60.96,107.87
lacY,lacZYA,60.96,107.87
lacZ,lacZYA,7489.6,6103.62
lafU,lafU,50.56,89.46
lamB,malK-lamB-malM,136.18,181.57
lar,recET-lar-ydaCQ-intR,0,104.05
ldcA,ldcA,292.4,384.37
ldcC,ldcC,67.41,97.88
ldhA,ldhA,94.37,143.47
ldrA,ldrA,1572.9,2317.12
ldrB,ldrB,432.55,626.25
ldrC,ldrC,1179.67,3005.99
ldrD,ldrD,314.58,563.62
lepA,lepAB,37.75,15.03
lepB,lepAB,52.27,48.56
lepB,lepB,52.27,48.56
leuA,leuLABCD,83.75,154.89
leuB,leuLABCD,27.22,61.94
leuC,leuLABCD,15.16,62.76
leuD,leuD,161.18,267.86
leuD,leuLABCD,161.18,267.86
leuE,leuE,19.94,42.34
leuL,leuLABCD,0,0
leuO,leuO,152.8,121.67
leuP,leuQPV,5223.11,77.74
leuQ,leuQPV,3905.13,0
leuS,leuS-lptE-holA-nadD-cobC,46.04,68.08
leuT,argX-hisR-leuT-proM,3953.94,77.74
leuU,leuU,488.14,77.74
leuU,secG-leuU,488.14,77.74
leuV,leuQPV,4783.78,77.74
leuV,leuV,4783.78,77.74
leuW,metT-leuW-glnUW-metU-glnVX,849.37,0
leuX,leuX,49.96,79.57
leuZ,cysT-leuZ,244.07,0
leuZ,glyW-cysT-leuZ,244.07,0
lexA,lexA-dinF,90.65,11.11
lfhA,lfhA,96.69,130.29
lgt,lgt-thyA,43.63,46.33
lhgO,csiD-ygaF-gabDTP,16.73,31.98
lhr,rnt-lhr,64.39,70.32
lhr,lhr,64.39,70.32
ligA,ligA-ypeB,35.81,33.55
ligB,ligB,47.94,128.6
ligT,ligT,471.87,585.91
lipA,lipA,105.51,196.04
lipB,ybeD-lipB,52.92,63.21
lipB,lipB,52.92,63.21
lit,lit,935.82,1626.56
livF,livKHMGF,71.38,56.84
livG,livKHMGF,11.06,44.03
livH,livKHMGF,9.16,7.3
livJ,livJ,107.71,196.04
livK,livKHMGF,61.22,54.84
livM,livKHMGF,23.26,37.05
lldD,lldPRD,60.62,79.5
lldP,lldPRD,33.34,32.67
lldR,lldPRD,98.38,139.27
lnt,ybeZYX-lnt,670.55,1015.18
lnt,lnt,670.55,1015.18
lnt,ybeX-lnt,670.55,1015.18
lolA,lolA-rarA,152.66,187.87
lolB,lolB-ispE-prs,68.06,108.39
lolC,lolCDE,21.23,11.27
lolD,lolCDE,0,0
lolE,lolCDE,30.7,70.62
lomR_2,lomR_2-stfR-tfaR,40.45,193.24
lon,lon,61.31,28.72
lon,clpX-lon,61.31,28.72
lpcA,lpcA,58.68,46.73
lpd,lpdA,190.73,80.69
lpd,pdhR-aceEF-lpdA,190.73,80.69
lplA,lplA,116.92,259.37
lplA,ytjB-lplA,116.92,259.37
lplT,lplT,120.93,334.21
lplT,aas-lplT,120.93,334.21
lpoA,yraM,116.75,146.09
lpoB,hinT-ycfL-lpoB-thiK-nagZ-ycfP,132.3,126.42
lpp,lpp,22094.2,1455.43
lptA,lptAB,182.66,206.06
lptA,kdsC-lptCAB,182.66,206.06
lptA,yrbG-kdsDC-lptCAB,182.66,206.06
lptB,lptB-rpoN-hpf-ptsN-yhbJ,204.74,316.75
lptB,kdsC-lptCAB,204.74,316.75
lptB,lptAB,204.74,316.75
lptB,yrbG-kdsDC-lptCAB,204.74,316.75
lptC,kdsC-lptCAB,132.71,187.87
lptC,yrbG-kdsDC-lptCAB,132.71,187.87
lptD,imp,110,195.29
lptD,imp-surA-pdxA,110,195.29
lptE,leuS-lptE-holA-nadD-cobC,94.86,46.48
lptF,lptFG,77.14,122.86
lptG,lptFG,109.8,87.43
lpxA,bamA-hlpA-lpxD-fabZ-lpxAB-rnhB-dnaE,32.3,34.29
lpxA,hlpA-lpxD-fabZ-lpxA,32.3,34.29
lpxB,bamA-hlpA-lpxD-fabZ-lpxAB-rnhB-dnaE,18.48,94.18
lpxC,mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,282.2,110.51
lpxC,mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,282.2,110.51
lpxC,ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,282.2,110.51
lpxC,lpxC,282.2,110.51
lpxD,bamA-hlpA-lpxD-fabZ-lpxAB-rnhB-dnaE,124.18,118.66
lpxD,lpxD,124.18,118.66
lpxD,hlpA-lpxD-fabZ-lpxA,124.18,118.66
lpxH,ppiB-lpxH,29.37,28.06
lpxK,ycaI-msbA-lpxK-ycaQ,12.91,13.71
lpxL,lpxL,64.56,110.15
lpxM,lpxM,61.17,76.54
lpxP,lpxP,147.56,183.59
lpxT,yeiR-lpxT,47.58,123.14
lrhA,lrhA,144.73,57.62
lrp,lrp,77.22,54.65
lspA,lsp-fkpB-ispH,68.64,109.31
lspA,ribF-ileS-lspA-fkpB-ispH,68.64,109.31
lspA,ileS-lspA-fkpB-ispH,68.64,109.31
lsrA,lsrACDBFG-tam,27.65,52.84
lsrB,lsrACDBFG-tam,53.97,46.28
lsrC,lsrACDBFG-tam,24.76,26.29
lsrD,lsrACDBFG-tam,21.38,61.3
lsrF,lsrACDBFG-tam,24.24,38.6
lsrG,lsrACDBFG-tam,29.19,23.24
lsrK,lsrK,42.65,63.69
lsrK,lsrRK,42.65,63.69
lsrR,lsrRK,102.39,56.72
ltaE,ltaE-ybjT,33.91,20.25
ltaE,poxB-ltaE-ybjT,33.91,20.25
luxS,luxS,181.07,65.54
lysA,lysA,184.94,230.27
lysC,lysC,31.46,45.09
lysP,lysP,66.45,55.21
lysQ,lysQ,0,88.99
lysR,lysR,172.41,440.78
lysS,prfB-lysS,344.11,708.43
lysT,lysT-valT-lysW,502.91,88.99
lysU,lysU,128.69,138.12
lysV,valUXY-lysV,0,0
lysW,lysT-valT-lysW,279.4,0
lysY,valZ-lysY,55.88,88.99
lysZ,lysZ,55.88,88.99
lyxK,yiaKLMNO-lyx-sgbHUE,17.02,13.55
maa,maa,146.18,159.28
macA,macAB,26.64,24.24
macB,macB,200.67,211.9
macB,macAB,200.67,211.9
maeA,maeA,42.52,51.78
maeB,maeB,54.02,50.43
mak,mak,51.39,22.32
malE,malEFG,39.22,22.72
malF,malEFG,60.47,65.66
malG,malEFG,200.19,204.95
malI,malI,33.02,39.44
malK,malK-lamB-malM,19.03,36.36
malM,malK-lamB-malM,484.17,580.15
malP,malPQ,49.67,53.68
malQ,malPQ,30.55,32.44
malQ,malQ,30.55,32.44
malS,malS,66.91,139.87
malT,malT,108.29,119.97
malX,malXY,114.63,314.19
malY,malXY,39.83,109.55
malZ,malZ,114.65,152.78
manA,manA,133.62,166.79
manX,manXYZ,148.55,180.92
manY,manXYZ,137.85,244.87
manZ,manXYZ,149.54,198.46
map,map-glnD-dapD,96.15,76.57
marA,marRAB,309.66,176.13
marB,marRAB,601.15,988.27
marC,marC,25.51,101.55
marR,marRAB,58.58,15.55
matA,matA,21.56,22.89
matB,matB,353.9,483.11
matC,matC-yagXWV,25.39,20.22
matP,matP,28.12,59.72
mazG,mazG,58.98,34.16
mazG,mazEFG,58.98,34.16
mcbA,mcbA,130.17,103.65
mcbR,mcbR,57.39,101.55
mcrA,mcrA,15.28,8.11
mcrB,mcrBC,70.78,117.63
mcrC,mcrBC,12.17,19.38
mcrC,mcrC,12.17,19.38
mdaB,mdaB,72.97,197.56
mdh,mdh,253.27,57.62
mdlA,mdlAB,19.16,30.52
mdlB,mdlAB,23.83,30.36
mdoB,mdoB,51.88,82.63
mdoC,mdoC,212.71,344.6
mdoD,mdoD,35.9,53.09
mdoG,mdoGH,35.94,57.24
mdoH,mdoGH,80.13,71.78
mdtA,mdtABCD-baeSR,95.28,124.65
mdtB,mdtABCD-baeSR,54.39,123.44
mdtC,mdtABCD-baeSR,15.18,37.36
mdtD,mdtABCD-baeSR,53.99,76.42
mdtE,gadE-mdtEF,150.36,128.49
mdtE,mdtEF,150.36,128.49
mdtF,gadE-mdtEF,173.2,167.24
mdtF,mdtEF,173.2,167.24
mdtG,mdtG,44.99,88.2
mdtH,mdtH,21.08,16.78
mdtI,mdtJI,772.15,1106.75
mdtJ,mdtJI,11.6,36.96
mdtK,mdtK,367.81,477.48
mdtL,mdtL,57.78,115.03
mdtM,mdtM-yjiN,48.22,71.31
mdtQ,mdtQ,23.66,23.55
melA,melAB,97.09,99.76
melB,melAB,182.18,309.16
melR,melR,172.86,349.71
menA,menA-rraA,45.81,36.48
menB,menD-yfbB-menBCE,29.7,7.88
menB,menBCE,29.7,7.88
menB,menFD-yfbB-menBCE,29.7,7.88
menC,menD-yfbB-menBCE,22.05,7.02
menC,menBCE,22.05,7.02
menC,menFD-yfbB-menBCE,22.05,7.02
menD,menD-yfbB-menBCE,20.33,28.33
menD,menFD-yfbB-menBCE,20.33,28.33
menE,menD-yfbB-menBCE,84.56,89.78
menE,menBCE,84.56,89.78
menE,menFD-yfbB-menBCE,84.56,89.78
menF,menFD-yfbB-menBCE,98.31,151.34
menH,menFD-yfbB-menBCE,39.17,44.56
menH,menD-yfbB-menBCE,39.17,44.56
mepA,prmB-aroC-mepA-yfcAML,72.07,40.99
metA,metA,246.59,399.99
metB,metBL,25.61,34.95
metC,metC,71.5,159.41
metE,metE,105.14,185.38
metF,metF,104.86,356.77
metG,metG,58.46,56.53
metH,metH,42.65,58.75
metI,metNIQ,12.99,0
metJ,metJ,173.61,42.54
metK,metK,73.54,29.28
metL,metBL,31.42,16.68
metN,metNIQ,20.58,58.98
metQ,metNIQ,67.66,140.91
metR,metR,124.64,120.52
metT,metT-leuW-glnUW-metU-glnVX,2316.45,2108.1
metU,glnW-metU-glnVX,1433.99,263.51
metU,metT-leuW-glnUW-metU-glnVX,1433.99,263.51
metV,metZWV,7335.43,263.51
metW,metZWV,7776.65,439.19
metY,metY-yhbC-nusA-infB,11858,263.51
metY,metY,11858,263.51
metY,metY-yhbC-nusA-infB-rbfA-truB-rpsO-pnp,11858,263.51
metZ,metZWV,7390.58,263.51
mfd,mfd,34.5,33.36
mglA,mglBAC,53.05,106.72
mglA,mglAC,53.05,106.72
mglB,mglBAC,72.27,74.47
mglC,mglBAC,117.62,200.7
mglC,mglAC,117.62,200.7
mglC,mglC,117.62,200.7
mgrB,mgrB,560.35,422.72
mgrR,mgrR,15123.9,966.21
mgsA,mgsA,573.65,913.58
mgtA,mgtA,92.9,157.99
mgtL,mgtA,235.93,0
mhpA,mhpABCDFE,15.3,16.25
mhpB,mhpABCDFE,17.98,42.94
mhpC,mhpABCDFE,52.96,53.68
mhpD,mhpABCDFE,20.97,33.4
mhpE,mhpABCDFE,12.56,20.01
mhpF,mhpABCDFE,22.33,35.56
mhpR,mhpR-lacI,35.64,72.99
mhpT,mhpT,21.02,33.48
miaA,mutL-miaA-hfq-hflXKC,129.5,64.01
miaA,yjeE-amiB-mutL-miaA-hfq-hflXKC,129.5,64.01
miaA,miaA-hfq-hflXKC,129.5,64.01
miaA,yjeFE-amiB-mutL-miaA-hfq-hflXKC,129.5,64.01
miaB,miaB,74.51,99.67
micA,micA,31197.8,48384.9
micC,micC,350.66,434.35
micF,micF,639.31,509.08
minC,minCDE,36.61,58.31
minD,minCDE,99.25,33.28
minE,minCDE,127.25,101.33
minE,minE,127.25,101.33
mioC,asnC-mioC,392.16,533.16
mioC,mioC,392.16,533.16
mioC,asnC-mioC-mnmG,392.16,533.16
mipA,mipA,125.07,226.35
mlaA,mlaA,28.09,8.95
mlaB,mlaFEDCB,14.44,23.01
mlaC,mlaFEDCB,80.13,63.81
mlaD,mlaFEDCB,23.08,49.01
mlaE,mlaFEDCB,0,0
mlaF,mlaFEDCB,20.97,41.75
mliC,mliC,90.08,81.98
mlrA,mlrA,313.29,498.94
mltA,mltA,54.15,73.92
mltB,mltB,11.73,31.14
mltC,mutY-yggX-mltC-nupG,58.98,131.51
mltC,yggX-mltC,58.98,131.51
mltC,yggX-mltC-nupG,58.98,131.51
mltC,mutY-yggX-mltC,58.98,131.51
mltD,mltD,175,214
mltF,mltF,111.83,308.42
mmuM,mmuPM,59.17,57.99
mmuP,mmuPM,15.12,14.45
mngA,mngAB,15.04,17.11
mngB,mngAB,88.68,128.39
mngR,mngR,41.12,130.97
mnmA,mnmA,34.53,36.66
mnmC,trmC,80.41,155.02
mnmE,mnmE,52.89,133.78
mnmG,mnmG-rsmG,67.41,135.99
mnmG,asnC-mioC-mnmG,67.41,135.99
mntH,mntH,71.98,92.8
mntR,mntR-ybiR,45.37,28.9
moaA,moaABCDE,51.48,81.98
moaB,moaABCDE,24.84,13.18
moaB,moaBCDE,24.84,13.18
moaC,moaABCDE,43.69,13.92
moaC,moaBCDE,43.69,13.92
moaD,moaABCDE,17.26,0
moaD,moaBCDE,17.26,0
moaE,moaABCDE,121.87,134.37
moaE,moaBCDE,121.87,134.37
mobA,mobAB,65.34,57.81
mobB,mobAB,24.13,51.24
mocA,mocA,623.45,747.6
modA,modABC,32.92,34.95
modB,modABC,24.62,19.6
modC,modABC,112.29,95.8
modE,modEF,26.91,68.58
modF,modEF,80.73,73.47
moeA,moeAB,37.8,49.25
moeB,moeAB,96.26,162.32
mog,mog,50.56,103.52
mokB,mokB,1263.94,3985.62
mokC,mokC-hokC,20.22,96.62
molR_1,molR_1,50.34,87.31
molR_2,molR_2,50.34,87.31
molR_3,molR_3-yehI,50.34,87.31
motA,motAB-cheAW,62.17,38.08
motB,motAB-cheAW,18.33,94.85
mpaA,ymjC-mpaA,681.59,1298.88
mpaA,mpaA,681.59,1298.88
mpl,mpl,197.81,349.5
mppA,mppA,60.52,121.52
mprA,emrRAB,79.98,114.64
mqo,mqo,23.21,65.7
mqsA,mqsRA,85.79,102.48
mqsA,mqsA,85.79,102.48
mqsR,mqsRA,171.59,91.09
mraY,mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,27.45,43.72
mraY,mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,27.45,43.72
mraY,ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,27.45,43.72
mraZ,mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,138.79,29.47
mrcA,mrcA,49.9,79.48
mrcB,mrcB,38.53,48.02
mrdA,ybeB-rlmH-mrdAB-rlpA,17.86,49.78
mrdB,ybeB-rlmH-mrdAB-rlpA,15.26,36.46
mreB,mreB,36.61,19.44
mreB,mreBCD,36.61,19.44
mreC,mreCD,38.47,61.26
mreC,mreBCD,38.47,61.26
mreD,mreD,60.79,138.31
mreD,mreCD,60.79,138.31
mreD,mreBCD,60.79,138.31
mrp,mrp,137.73,134.05
mrr,mrr,162.45,288.28
msbA,ycaI-msbA-lpxK-ycaQ,36.42,92.81
mscL,mscL,216.99,197.47
mscM,mscM,37.43,130.07
mscS,mscS,44.39,47.13
msrA,msrA,372.18,433.96
msrB,msrB,297.48,49.01
msyB,msyB,317.1,198.4
mtfA,mtfA,202.23,161.04
mtgA,elbB-mtgA,9216.02,11773.5
mtgA,mtgA,9216.02,11773.5
mtlA,mtlADR,26.63,42.4
mtlD,mtlADR,70.23,58.86
mtlR,mtlADR,12148.2,14343.6
mtn,mtn-btuF-yadS,72.91,106.44
mtr,mtr,191.02,86.92
mug,mug,83.76,40.02
