Name, Operon, Challenge, WT
rhtC,rhtC,82.06,98.02
ribA,ribA,2055.15,3032.69
ribB,sroG-ribB,58.44,103.42
ribC,ribC,449.82,705.85
ribD,nrdR-ribDE-nusB-thiL-pgpA,92.32,116.4
ribE,nrdR-ribDE-nusB-thiL-pgpA,36.07,14.36
ribE,ribE-nusB-thiL-pgpA,36.07,14.36
ribF,ribF-ileS-lspA-fkpB-ispH,36.07,43.08
rihA,rihA,81.67,57.81
rihB,rihB,0,21.54
rihC,rihC,116.03,162.62
rimI,holD-rimI-yjjG,38,15.13
rimJ,rimJ,94.37,69.37
rimK,rimK-ybjN,65.84,67.41
rimK,ybjC-nfsA-rimK-ybjN,65.84,67.41
rimL,rimL,644.89,789.07
rimM,rpsP-rimM-trmD-rplS,201.12,61.6
rimN,yrdD-rimN-aroE-yrdB,51.88,11.8
rimO,rimO,60.85,147.92
rimP,metY-yhbC-nusA-infB,56.25,119.44
rimP,metY-yhbC-nusA-infB-rbfA-truB-rpsO-pnp,56.25,119.44
rimP,rimP-nusA-infB,56.25,119.44
rlmB,nsrR-rnr-rlmB-yjfI,98.63,129.36
rlmC,ybjO-rlmC,15.06,6
rlmD,rlmD,776.3,1231.14
rlmE,rlmE-ftsH,229.19,246.92
rlmF,ybiN,174.09,189.7
rlmF,rlmF,174.09,189.7
rlmG,rlmG,33.62,77.33
rlmH,ybeB-rlmH-mrdAB-rlpA,27.22,57.81
rlmI,rlmI,67.75,119.26
rlmL,rlmL-uup,46.31,67.35
rlmM,rlmM,162,430.01
rlmN,rlmN,47.8,134.68
rlpA,ybeB-rlmH-mrdAB-rlpA,347.08,602.44
rlpA,rlpA,347.08,602.44
rluA,rluA,238.08,338.17
rluA,hepA-rluA,238.08,338.17
rluB,rluB,121.2,270.23
rluC,rluC,119.44,464.99
rluD,rluD-yfiH,77.92,13.79
rluE,rluE-nudJ,12.99,10.34
rluF,rluF,72.97,278.91
rmf,rmf,36502.5,3623.29
rmuC,rmuC,41.64,71.04
rna,rna,199.97,284.95
rnb,rnb,65.84,104.86
rnc,rnc-era-recO-pdxJ-acpS,43.65,19.86
rnc,rnc-era,43.65,19.86
rnd,rnd,30.12,65.96
rne,rne,119.97,137.99
rnhA,rnhA,317.6,476.91
rnhB,bamA-hlpA-lpxD-fabZ-lpxAB-rnhB-dnaE,7.11,11.33
rnk,rnk,299.65,641.79
rnlA,rnlA-yfjO,189.8,321.17
rnlA,rnlA,189.8,321.17
rnlB,rnlB,1221.53,1163.61
rnlB,rnlA-yfjO,1221.53,1163.61
rnpA,rpmH-rnpA,58.98,56.36
rnpB,garPLRK-rnpB,36813.3,6619.95
rnpB,rnpB,36813.3,6619.95
rnr,nsrR-rnr-rlmB-yjfI,123.47,108.02
rnt,rnt-lhr,19.66,31.31
rob,rob,410.04,715.22
rodZ,yfgA,71.2,53.36
rodZ,rodZ,71.2,53.36
rof,yaeP-rof,333.08,901.8
rpe,dam-rpe-gph-trpS,31.32,49.88
rpe,aroKB-damX-dam-rpe-gph-trpS,31.32,49.88
rpe,damX-dam-rpe-gph-trpS,31.32,49.88
rpe,rpe-gph-trpS,31.32,49.88
rph,rph-pyrE,24.73,9.84
rph,rph,24.73,9.84
rpiA,rpiA,57.91,122.97
rpiB,rpiB,37.75,30.06
rpiR,alsRBACE,57.2,37.95
rplA,rplKAJL-rpoBC,198.79,105.53
rplB,rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ,423.65,460.77
rplC,rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ,182.01,64.41
rplD,rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ,105.12,33.48
rplE,rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ,377.5,338.17
rplF,rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ,135.2,25.33
rplI,rpsF-priB-rpsR-rplI,122.69,15.03
rplJ,rplKAJL-rpoBC,264.36,162.98
rplJ,rplJL-rpoBC,264.36,162.98
rplK,rplKAJL-rpoBC,277.18,110.36
rplL,rplL,255.27,73.92
rplL,rplJL-rpoBC,255.27,73.92
rplL,rplKAJL-rpoBC,255.27,73.92
rplM,rplM-rpsI,197.99,252.25
rplN,rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ,422.4,90.91
rplO,rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ,273.36,108.84
rplP,rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ,154.99,49.37
rplQ,rpsMKD-rpoA-rplQ,154.83,140.91
rplR,rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ,203.94,76.42
rplS,rpsP-rimM-trmD-rplS,268.48,524.75
rplS,rplS,268.48,524.75
rplT,infC-rpmI-rplT,915.98,416.8
rplT,thrS-infC-rpmI-rplT-pheMST-ihfA,915.98,416.8
rplT,rplT-pheM,915.98,416.8
rplT,rplT,915.98,416.8
rplT,rpmI-rplT,915.98,416.8
rplU,rplU-rpmA,353.9,65.03
rplV,rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ,280.57,243.73
rplW,rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ,322.37,22.32
rplX,rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ,364.01,128.83
rplY,rplY,163.91,142.39
rpmA,rplU-rpmA,279.83,0
rpmA,rpmA,279.83,0
rpmB,rpmBG-mutM,232.95,0
rpmB,yicR-rpmBG,232.95,0
rpmB,yicR-rpmBG-mutM,232.95,0
rpmB,rpmBG,232.95,0
rpmC,rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ,287.55,0
rpmD,rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ,47.19,112.72
rpmE,rpmE,279.13,317.53
rpmF,yceD-rpmF,292.88,77.74
rpmF,rpmF-plsX-fabHDG,292.88,77.74
rpmG,rpmBG,176.95,0
rpmG,rpmBG-mutM,176.95,0
rpmG,yicR-rpmBG,176.95,0
rpmG,yicR-rpmBG-mutM,176.95,0
rpmH,rpmH-rnpA,60.24,47.97
rpmI,infC-rpmI-rplT,686.36,478.23
rpmI,thrS-infC-rpmI-rplT-pheMST-ihfA,686.36,478.23
rpmI,rpmI-rplT,686.36,478.23
rpmJ,rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ,362.98,231.23
rpoA,rpsMKD-rpoA-rplQ,231.65,116.14
rpoB,rplJL-rpoBC,87.49,63.79
rpoB,rplKAJL-rpoBC,87.49,63.79
rpoB,rpoBC,87.49,63.79
rpoC,rpoBC,98.53,54.44
rpoC,rplJL-rpoBC,98.53,54.44
rpoC,rplKAJL-rpoBC,98.53,54.44
rpoD,rpoD,530.28,749.05
rpoD,rpsU-dnaG-rpoD,530.28,749.05
rpoE,rpoE-rseABC,154.83,58.71
rpoH,rpoH,124.18,110.75
rpoN,lptB-rpoN-hpf-ptsN-yhbJ,571.57,485.8
rpoN,rpoN-hpf-ptsN-yhbJ-npr,571.57,485.8
rpoS,rpoS,265.16,68.11
rpoS,nlpD-rpoS,265.16,68.11
rpoZ,rpoZ-spoT-trmH-recG,61.55,24.51
rppH,rppH-ptsP,39.99,63.69
rprA,rprA,320.52,63.81
rpsA,cmk-rpsA,342.49,185.85
rpsA,rpsA-ihfB,342.49,185.85
rpsB,rpsB-tsf,152.09,55.9
rpsC,rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ,181.49,67.44
rpsD,rpsMKD-rpoA-rplQ,307.74,76.24
rpsE,rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ,151.67,26.84
rpsF,rpsF-priB-rpsR-rplI,117.97,102.48
rpsG,rpsLG-fusA-tufA,141.56,100.2
rpsH,rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ,118.87,17.21
rpsI,rpsI,432.25,447.46
rpsI,rplM-rpsI,432.25,447.46
rpsJ,rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ,108.89,43.36
rpsK,rpsMKD-rpoA-rplQ,130.67,17.34
rpsL,rpsLG-fusA-tufA,430.34,144.29
rpsM,rpsMKD-rpoA-rplQ,344.98,37.89
rpsN,rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ,360.84,176.82
rpsO,rpsO-pnp,204.48,75.15
rpsO,rpsO,204.48,75.15
rpsO,metY-yhbC-nusA-infB-rbfA-truB-rpsO-pnp,204.48,75.15
rpsP,rpsP-rimM-trmD-rplS,307,108.65
rpsQ,rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ,599.55,79.57
rpsR,rpsF-priB-rpsR-rplI,260.77,296.64
rpsS,rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ,121.77,72.73
rpsT,rpsT,498.68,102.48
rpsU,rpsU,334.24,125.25
rpsU,rpsU-dnaG-rpoD,334.24,125.25
rraA,rraA,1074.81,1461.24
rraA,menA-rraA,1074.81,1461.24
rraB,yjgD,397.19,145.97
rraB,rraB,397.19,145.97
rrmA,rrmA,125.83,100.2
rrsH,rrsH-ileV-alaV-rrlH-rrfH,70499.5,6846.81
rsd,rsd,142.45,141.79
rseA,rseABC,143.52,51.95
rseA,rpoE-rseABC,143.52,51.95
rseB,rseABC,244.07,275.63
rseB,rpoE-rseABC,244.07,275.63
rseC,rseABC,265.43,380.45
rseC,rpoE-rseABC,265.43,380.45
rseP,rseP,37.67,20
rseX,rseX,0,0
rsgA,rsgA,92.76,122.04
rsmA,pdxA-rsmA,77.5,90.51
rsmA,surA-pdxA-rsmA-apaGH,77.5,90.51
rsmA,rsmA-apaGH,77.5,90.51
rsmA,pdxA-rsmA-apaGH,77.5,90.51
rsmB,rsmB,108.64,199.23
rsmC,rsmC,119.34,176.95
rsmD,rsmD-yhhL,128.04,113.29
rsmE,rsmE-gshB,29.01,27.72
rsmF,rsmF,41.29,65.76
rsmG,mnmG-rsmG,803.09,1073.05
rsmH,mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,27.05,43.08
rsmH,mraW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,27.05,43.08
rsmI,yraL,78.92,117.83
rsmI,rsmI,78.92,117.83
rspA,rspA-rspB,97.87,155.87
rspB,rspA-rspB,74.94,92.83
rssA,rssAB,126.56,276.21
rssB,rssB,75.39,86.71
rssB,rssAB,75.39,86.71
rstA,rstAB,23.59,75.15
rstB,rstAB,48.93,119.48
rsuA,rsuA,79.32,48.59
rsxA,ydgK-rsxABCDGE-nth,14.59,0
rsxA,rsxABCDGE-nth,14.59,0
rsxB,ydgK-rsxABCDGE-nth,0,11.68
rsxB,rsxABCDGE-nth,0,11.68
rsxC,ydgK-rsxABCDGE-nth,24.84,82.15
rsxC,rsxABCDGE-nth,24.84,82.15
rsxD,ydgK-rsxABCDGE-nth,48.12,12.77
rsxD,rsxABCDGE-nth,48.12,12.77
rsxE,ydgK-rsxABCDGE-nth,18.31,106.89
rsxE,rsxABCDGE-nth,18.31,106.89
rsxG,ydgK-rsxABCDGE-nth,47.87,32.67
rsxG,rsxABCDGE-nth,47.87,32.67
rtcA,rtcA,221.32,239.42
rtcA,rtcBA,221.32,239.42
rtcB,rtcBA,31.15,49.61
rtcR,rtcR,164.67,194.57
rtn,rtn,49.1,117.29
rttR,rttR,24.84,0
rusA,ybcN-ninE-ybcO-rusA-ylcG,23.4,55.9
rutA,rutABCDEFG,14.78,23.55
rutB,rutABCDEFG,104.18,107.36
rutC,rutABCDEFG,43.89,34.95
rutD,rutABCDEFG,31.81,33.78
rutE,rutABCDEFG,43.11,57.22
rutF,rutABCDEFG,94.37,68.32
rutG,rutG,51.13,55.98
rutG,rutABCDEFG,51.13,55.98
rutR,rutR,624.73,1926.37
ruvA,ruvAB,6.94,22.1
ruvB,ruvAB,121.82,167.25
ruvB,ruvB,121.82,167.25
ruvC,nudB-yebC-ruvC,130.17,194.35
ruvC,ruvC,130.17,194.35
ruvC,yebC-ruvC,130.17,194.35
rybB,rybB,806.36,2140.34
rydC,rydC,2455.2,5283.96
ryfD,ryfD,2197.66,47.3
ryhB,ryhB,141.56,0
ryjB,ryjB,0,225.45
rzoR,rzoR,0,0
rzpD,essD-ybcS-rzpD,671.04,1786.03
rzpQ,ydfAB-rzpQ,368.45,648.55
rzpR,ydaSTUVW-rzpR,19.13,30.47
sad,sad,30.57,29.22
safA,safA-ydeO,0,0
sanA,sanA-yeiS,76.68,75.15
sapA,sapABCDF,165.33,283.87
sapB,sapABCDF,39.57,42.01
sapC,sapABCDF,38.13,75.91
sapD,sapABCDF,12.83,27.24
sapF,sapABCDF,105.25,176
sapF,sapF,105.25,176
sbcB,sbcB,678.06,610.99
sbcC,sbcDC,29.69,60.18
sbcC,sbcC,29.69,60.18
sbcD,sbcDC,172.98,275.49
sbmA,sbmA-yaiW,62.61,27.7
sbmC,sbmC,232.95,114.15
sbp,sbp,34.32,47.82
scpA,scpA-argK-scpBC,130.67,201.8
scpB,scpA-argK-scpBC,16.21,51.63
scpC,scpA-argK-scpBC,60.3,132.62
sdaA,sdaA,93.34,54.5
sdaB,sdaCB,21.73,59.33
sdaC,sdaCB,121.81,99.62
sdhA,sdhDAB,163.43,30.62
sdhA,sdhCDAB-sucABCD,163.43,30.62
sdhB,sdhDAB,154,28.3
sdhB,sdhCDAB-sucABCD,154,28.3
sdhC,sdhCDAB-sucABCD,381.13,121.4
sdhD,sdhDAB,12.2,19.44
sdhD,sdhCDAB-sucABCD,12.2,19.44
sdiA,sdiA,41.12,74.84
sdsP,sdsRQP,5.79,32.27
sdsP,sdsP,5.79,32.27
sdsQ,sdsRQP,45.53,105.47
sdsR,sdsRQP,49.38,65.54
secA,secMA-mutT,53.36,49.99
secB,secB-gpsA,145.19,43.36
secD,yajC-secDF,50.56,51.24
secE,secE-nusG,66.36,52.84
secF,yajC-secDF,65.54,62.62
secG,secG-leuU,255.06,162.49
secG,secG,255.06,162.49
secM,secMA-mutT,165.57,184.58
secY,rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ,239.12,71.09
selA,selAB,27.46,34.01
selB,selAB,18.41,7.33
selB,selB,18.41,7.33
selC,selC,223.52,0
selD,selD-topB,36.61,32.39
selD,ydjA-selD-topB,36.61,32.39
seqA,seqA-pgm,62.22,37.16
serA,serA,99.88,186.5
serB,serB-radA,13.15,20.94
serB,serB,13.15,20.94
serC,serC-aroA,74.1,74.53
serC,serC,74.1,74.53
serS,serS,88.68,41.85
serT,serT,4198.57,0
serU,serU,990.93,0
serV,serV-argVYZQ,11827.2,145.45
serW,serW,13995.2,153.72
serX,serX,14284.8,384.29
setA,sgrST-setA,10.81,28.68
setB,setB,71.86,120.16
setC,setC,3.58,28.54
sfmA,sfmA,23.46,49.82
sfmC,sfmCD,465.74,673.42
sfmD,sfmCD,9.79,31.17
sfmF,sfmHF,8.23,26.22
sfmH,sfmHF,17.26,34.37
sfsA,sfsA-dksA,144.57,57.56
sfsB,sfsB,578.42,1115.12
sgbE,yiaKLMNO-lyx-sgbHUE,30.51,68.02
sgbH,yiaKLMNO-lyx-sgbHUE,0,51.01
sgbU,yiaKLMNO-lyx-sgbHUE,44.39,7.86
sgcA,sgcXBCQAER,49.15,125.25
sgcB,sgcXBCQAER,60.89,48.48
sgcC,sgcXBCQAER,25.86,36.03
sgcE,sgcXBCQAER,114.05,213.7
sgcQ,sgcXBCQAER,2289.18,3813.36
sgcR,sgcXBCQAER,363.39,613.29
sgcX,sgcXBCQAER,257.38,500.33
sgrR,sgrR-sroA-tbpA-thiPQ,33.34,40.84
sgrS,sgrST-setA,0,59.59
sgrT,sgrST-setA,0,0
shiA,shiA,41.92,77.03
shoB,shoB,0,0
sibA,sibA,1247.32,472.97
sibB,sibB,811.89,348.12
sibC,sibC,1547.06,531.42
sibD,sibD,3801.35,331.08
sibE,sibE,4904.78,285.78
sieB,sieB,112.9,235.13
sirA,tusA,1277.5,2254.49
sixA,sixA,87.38,55.67
slmA,dut-slmA,56.91,158.61
slp,slp-dctR,404.46,572.57
slt,slt,111.76,171.01
slyA,slyA,2333.31,3793.77
slyB,slyB,1288.57,1792.03
slyD,slyD,280.25,171.66
slyX,slyX,96.96,247.07
smf,smf,41.52,66.13
smg,smg,125.43,71.34
smpB,smpB,184.64,238.05
smtA,smtA-mukFEB,21.61,77.44
sodA,sodA,68.39,21.78
sodB,sodB,736.99,116.21
sodC,sodC,97.63,129.57
sohA,sohA-yhaV,176.95,140.91
sohB,sohB,452.99,863.15
sokB,sokB,11072.1,12319.2
sokC,sokC,1158.23,737.83
solA,solA-yceO,34.16,30.22
soxR,soxR,27.4,87.27
soxS,soxS,668.48,751.5
speA,speAB,53.7,71.84
speB,speAB,456.5,712.33
speB,speB,456.5,712.33
speC,speC,21.87,31.66
speD,yacC-speED,849.37,1088.96
speE,yacC-speED,102.86,187.22
speF,speF-potE,48.28,67.67
speG,ynfB-speG,423.93,578.69
spf,spf,389.62,1116.9
spoT,rpoZ-spoT-trmH-recG,30.21,41.69
sppA,sppA,102.91,105.62
spr,spr,194.74,23.86
spy,spy,148.55,125.25
sra,bdm-sra,3262.05,1127.25
sra,sra,3262.05,1127.25
srlA,srlAEBD-gutM-srlR-gutQ,45.18,35.98
srlB,srlAEBD-gutM-srlR-gutQ,11.42,18.18
srlD,srlAEBD-gutM-srlR-gutQ,76.23,86.71
srlE,srlAEBD-gutM-srlR-gutQ,53.09,70.45
srlR,srlAEBD-gutM-srlR-gutQ,170.09,209.72
srlR,srlR,170.09,209.72
srmB,srmB,92.25,177.32
sroH,sroH,1398.02,210.05
ssb,ssb,79.08,25.19
sseA,sseA,55.22,71.95
sseB,sseB,49.19,43.52
ssnA,ygfK-ssnA,19.17,45.8
sspA,sspAB,86.4,10.58
sspB,sspAB,68.22,40.74
ssrA,ssrA,71002.7,4807.1
ssrS,ssrS-ygfA,136061,4028.52
ssrS,ssrS,136061,4028.52
sstT,sstT,68.22,124.95
ssuA,ssuEADCB,13.27,35.23
ssuB,ssuB,403.67,968.73
ssuB,ssuEADCB,403.67,968.73
ssuC,ssuEADCB,16.09,0
ssuD,ssuEADCB,7.41,53.12
ssuE,ssuEADCB,147.46,258.33
stfE,stfE-tfaE,16.95,13.5
stfR,lomR_2-stfR-tfaR,63.14,120.67
sthA,sthA,260.69,444.14
stpA,stpA,62.92,133.6
sucA,sdhCDAB-sucABCD,197.03,62.76
sucA,sucABCD,197.03,62.76
sucB,sdhCDAB-sucABCD,254.53,44.42
sucB,sucABCD,254.53,44.42
sucC,sdhCDAB-sucABCD,258.38,23.18
sucC,sucABCD,258.38,23.18
sucD,sdhCDAB-sucABCD,229.43,23.32
sucD,sucABCD,229.43,23.32
sufA,sufABCDSE,34.53,18.33
sufB,sufABCDSE,77.06,63.63
sufC,sufABCDSE,85.28,27.16
sufD,sufABCDSE,60.1,58.49
sufE,sufABCDSE,91.66,129.75
sufE,sufE,91.66,129.75
sufS,sufABCDSE,97.39,110.79
sugE,sugE,2777.8,3275.39
suhB,suhB,58.1,126.18
sulA,sulA,3172.63,4190.7
surA,imp-surA-pdxA,49.5,36.79
surA,surA-pdxA-rsmA-apaGH,49.5,36.79
surE,surE-pcm,50.16,26.63
sxy,yccR,269.64,386.48
syd,syd,93.34,74.32
symE,symE,49.67,79.1
symR,symR,0,87.84
tabA,tabA,46.87,59.72
tadA,pgpC-tadA,16.85,93.94
tag,tag-yiaC,22.59,71.95
talA,talA-tktB,285.8,355.6
talA,talA,285.8,355.6
talB,talB,316.06,106.34
tam,tam,117.5,169.31
tam,lsrACDBFG-tam,117.5,169.31
tap,tar-tap-cheRBYZ,5.3,29.55
tar,tar-tap-cheRBYZ,30.66,52.9
tas,tas,65.27,77.97
tatB,tatABC,82.3,13.11
tatC,tatABC,32.79,43.52
tatD,tatD,173.56,224.59
tatD,tatABC,173.56,224.59
tatE,tatE,20.82,99.46
tauA,tauABCD,30.87,28.09
tauB,tauABCD,16.59,0
tauC,tauABCD,10.26,0
tauD,tauABCD,99.69,150.83
tbpA,sgrR-sroA-tbpA-thiPQ,21.58,41.24
tdcA,tdcABCDEFG,27.14,50.42
tdcB,tdcABCDEFG,12.87,27.33
tdcB,tdcBCDEFG,12.87,27.33
tdcC,tdcABCDEFG,51.01,60.93
tdcC,tdcBCDEFG,51.01,60.93
tdcD,tdcABCDEFG,24.59,27.97
tdcD,tdcBCDEFG,24.59,27.97
tdcE,tdcABCDEFG,12.95,26.52
tdcE,tdcBCDEFG,12.95,26.52
tdcF,tdcBCDEFG,21.78,17.34
tdcF,tdcABCDEFG,21.78,17.34
tdcG,tdcBCDEFG,37.33,79.28
tdcG,tdcABCDEFG,37.33,79.28
tdcG,tdcG,37.33,79.28
tdcR,tdcR,19.39,30.88
tdh,kbl-tdh,62.09,65.92
tdk,tdk,27.49,54.72
tehA,tehAB,72.7,115.79
tehB,tehAB,7.15,22.77
tesA,tesA-ybbO,2248.72,3085.09
tesB,tesB,34.53,109.98
tfaD,tfaD,116.35,169.86
tfaE,stfE-tfaE,176.07,280.41
tfaE,tfaE,176.07,280.41
tfaQ,nohA-ydfN-tfaQ,51.61,46.97
tfaQ,tfaQ,51.61,46.97
tfaR,lomR_2-stfR-tfaR,0,82.2
tfaS,tfaS,291.88,488.09
tfaX,tfaX,92.83,36.96
tff,rpsB-tsf,187.36,248.66
tgt,tgt-yajC,52.71,89.94
thiC,thiCEFSGH,2.24,39.24
thiE,thiCEFSGH,6.68,53.17
thiF,thiCEFSGH,16.85,26.84
thiG,thiCEFSGH,33.05,26.32
thiH,thiCEFSGH,22.47,41.75
thiI,thiI,345.84,513.45
thiK,hinT-ycfL-lpoB-thiK-nagZ-ycfP,10.3,40.99
thiL,nrdR-ribDE-nusB-thiL-pgpA,69.48,228.22
thiL,ribE-nusB-thiL-pgpA,69.48,228.22
thiM,thiMD,21.53,25.72
thiP,sgrR-sroA-tbpA-thiPQ,31.63,37.78
thiQ,thiQ,449.59,745.05
thiQ,sgrR-sroA-tbpA-thiPQ,449.59,745.05
thiS,thiCEFSGH,21.13,33.65
thrA,thrLABC,43.11,30.21
thrB,thrLABC,22.76,21.75
thrC,thrLABC,59.4,42.04
thrL,thrLABC,2445.14,102.48
thrS,thrS-infC,149.71,101.68
thrS,thrS-infC-rpmI-rplT-pheMST-ihfA,149.71,101.68
thrT,thrU-tyrU-glyT-thrT-tufB,167.64,177.99
thrU,thrU-tyrU-glyT-thrT-tufB,894.07,177.99
thrV,rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF,726.43,88.99
thrV,thrV-rrfF,726.43,88.99
thrW,thrW,10225.9,20112.4
thyA,lgt-thyA,165.6,204.18
thyA,thyA,165.6,204.18
tig,tig,117.69,46.86
tilS,tilS,411.93,525.87
tisB,tisB,424.68,300.6
tktA,tktA,100.2,135.81
tktB,talA-tktB,84.77,30.37
tktB,tktB,84.77,30.37
tldD,tldD,82.23,112.26
tmcA,tmcA,67.41,70.45
tmcA,ypfJ-tmcA,67.41,70.45
tmk,pabC-yceG-tmk-holB-ycfH,26.46,0
tnaA,tnaCAB,311.91,90.75
tnaB,tnaCAB,74.86,108.39
tnaC,tnaCAB,1019.24,0
tolA,ybgC-tolQRA,50.32,37.4
tolB,tolB-pal-ybgF,108.39,109.85
tolC,tolC-ygiABC,249.31,136.91
tolQ,ybgC-tolQRA,42.9,126.88
tolR,ybgC-tolQRA,79.19,94.59
tomB,tomB-hha,90.6,54.11
tonB,tonB,41.29,103.33
topA,topA,40.87,59.88
topB,selD-topB,32.47,37.92
topB,ydjA-selD-topB,32.47,37.92
torA,torCAD,18.34,15.93
torC,torCAD,50.69,69.19
torD,torCAD,1337.75,1724.69
torI,torI,274.67,302.84
torR,torR,134.82,263.51
torS,torS,102.11,145.37
torT,torT,189.85,322.07
torY,torYZ,54,49.14
torZ,torYZ,34.95,89.07
tpiA,tpiA,143.77,140.91
tppB,tppB,31.08,58.5
tpr,tpr,0,0
tpr,tyrV-tpr,0,0
tpr,tyrTV-tpr,0,0
tpx,tpx,1775.79,1947.67
tqsA,tqsA,69.75,163.37
treA,treA,62.53,79.66
treB,treBC,35.84,47.56
treC,treBC,53.85,179.71
treF,treF,87.51,110.68
treR,treR,49.28,156.96
trg,trg,163.04,370.94
trkA,trkA,61.68,63.85
trkG,trkG,14.56,37.11
trkH,pepQ-yigZ-trkH-hemG,58.5,46.58
trmA,trmA,1168.74,2911.8
trmD,rpsP-rimM-trmD-rplS,127.18,8.81
trmH,rpoZ-spoT-trmH-recG,18.46,58.81
trmI,trmI-yggL,41.29,9.39
trmJ,trmJ,91.7,82.15
trmL,trmL,367.34,827.6
trpA,trpA,94.72,201.14
trpA,trpCBA,94.72,201.14
trpA,trpLEDCBA,94.72,201.14
trpB,trpCBA,28.45,45.32
trpB,trpLEDCBA,28.45,45.32
trpC,trpCBA,21.87,24.88
trpC,trpLEDCBA,21.87,24.88
trpD,trpLEDCBA,141.03,135.61
trpE,trpLEDCBA,38.04,56.25
trpL,trpLEDCBA,94.37,0
trpR,trpR,77.92,330.93
trpS,aroKB-damX-dam-rpe-gph-trpS,190.16,215.35
trpS,trpS,190.16,215.35
trpS,dam-rpe-gph-trpS,190.16,215.35
trpS,damX-dam-rpe-gph-trpS,190.16,215.35
trpS,rpe-gph-trpS,190.16,215.35
trpT,trpt,167.64,0
truA,usg-truA-dedA,26.12,16.64
truA,pdxB-usg-truA-dedA,26.12,16.64
truB,metY-yhbC-nusA-infB-rbfA-truB-rpsO-pnp,98.87,128.83
truC,yqcC-truC-yqcA,16.27,51.83
truD,truD,40.45,32.21
trxA,trxA,398.94,348.42
trxB,trxB,140.68,245.05
trxC,trxC,384.24,740.76
tsf,rpsB-tsf,164.49,119.08
tsgA,tsgA,168.87,228.88
tsr,tsr,25.65,44.93
tsx,tsx,129.56,183.42
ttcA,ttcA,31.76,28.9
ttdA,ttdABT,46.57,66.74
ttdB,ttdABT,28.03,100.45
ttdR,ttdR,104.69,239.22
ttdT,ttdABT,116.03,258.71
tufA,tufA,372.72,57.08
tufA,rpsLG-fusA-tufA,372.72,57.08
tufA,fusA-tufA,372.72,57.08
tufB,thrU-tyrU-glyT-thrT-tufB,344.05,79.91
tus,tus,506.88,712.71
typA,typA,65.19,92.7
tyrA,aroF-tyrA,64.35,144.67
tyrB,tyrB,39.12,67.97
tyrP,tyrP,136.66,251.12
tyrR,ycjXF-tyrR,366.3,894.78
tyrR,tyrR,366.3,894.78
tyrS,tyrS-pdxY,66.62,74.27
tyrS,pdxH-tyrS-pdxY,66.62,74.27
tyrT,tyrTV-tpr,699.48,79.57
tyrU,thrU-tyrU-glyT-thrT-tufB,2398.21,0
tyrV,tyrV-tpr,349.74,79.57
tyrV,tyrTV-tpr,349.74,79.57
ubiA,ubiCA,14.59,38.74
ubiB,ubiE-yigP-ubiB,41.41,28.85
ubiC,ubiCA,42.64,0
ubiD,ubiD,65.38,54.33
ubiE,ubiE-yigP-ubiB,89.88,98.41
ubiF,ubiF,97.5,34.51
ubiG,ubiG,82.23,46.77
ubiH,ygfB-pepP-ubiH-visC,14.41,0
ubiX,ubiX,111.76,201.72
ubiX,cvpA-purF-ubiX,111.76,201.72
ucpA,ucpA,139.42,76.86
udk,udk-dcd,39.69,84.28
udp,udp,78.03,62.13
ugd,ugd,225.62,260.8
ugpA,ugpBAECQ,23.91,30.47
ugpB,ugpBAECQ,22.57,35.95
ugpC,ugpBAECQ,0,18.95
